dataset,record_id,label,tfidf_prediction,biobert_prediction,pubmed_prediction,biobert_prob_1,pubmed_prob_1,text
healthfact,37884,1,0,1,1,0.5162086,0.99779034,"Although Georgia Gov. Brian Kemp ""opened"" the state, his mansion remained closed for tours during the COVID-19 pandemic."
healthfact,9853,1,0,1,1,0.51475453,0.99363554,Test may help predict colon cancer recurrence risk
healthfact,14124,0,1,0,0,0.4710705,0.004951154,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry."
healthfact,35972,1,0,1,1,0.8492361,0.9997727,Current expenditures could likely cover the estimated costs of Medicare for All.
healthfact,26961,0,1,0,0,0.084451854,0.00055264926,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak
healthfact,15378,1,0,1,1,0.53706867,0.99166894,"Hillary Clinton Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis."
healthfact,2591,1,0,1,1,0.988049,0.9997516,"For a full-body workout, drumming is the novelty to beat."
healthfact,13391,0,1,0,0,0.43250215,0.07861749,"Mike Coffman Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first."
healthfact,4122,1,0,1,1,0.9987012,0.99741423,"Cracking the mysteries of the elusive, majestic whale shark."
healthfact,30280,0,1,0,0,0.18403403,0.004555355,"The University of Louisville Hospital confirmed the deaths of 16 people from a rare strain of the ""HR3211 virus."
healthfact,33578,0,1,0,0,0.16528551,0.00069046975,"The web site Genpets.com sells mass-produced, bioengineered pets."
healthfact,14799,1,0,1,1,0.78402114,0.9969446,"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States."
healthfact,37542,0,1,0,0,0.43562883,0.2335291,"A national four-week quarantine will start on April 1 2020, affecting the entire population of the United States."
healthfact,30693,0,1,0,0,0.20963693,0.00091981125,A tourist's unfortunate bout of stomach upset on a Spanish roller coaster splashed liquid fecal matter on other customers.
healthfact,24588,1,0,1,1,0.99079156,0.99906677,Preventive care does not save the government money.
healthfact,13129,1,0,1,1,0.79357815,0.99786633,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s."
healthfact,10848,0,1,0,0,0.11608469,0.0009382747,"Pfizer: New cancer pill gives hope, new strategy"
healthfact,35011,0,1,0,0,0.38585296,0.009885194,"A viral social media post in January 2020 represented an authentic, accurate ""health bulletin"" about the new coronavirus outbreak from an official public health authority."
healthfact,35014,0,1,0,0,0.37246004,0.0006767878,A coronavirus-related health advisory graphic issued by the World Health Organization warned against unprotected sex with farm animals.
healthfact,11440,0,1,0,0,0.2742339,0.00068774825,Anti-Gravity Treadmill helps injured get moving again
healthfact,11485,0,1,0,0,0.0786019,0.0011132599,New Portable Scanner for Breast Cancer
healthfact,2834,1,0,1,1,0.9825104,0.99989593,North Carolina ultrasound abortion law ruled illegal by judge.
healthfact,11332,0,1,0,0,0.033425543,0.0008067145,Researchers Develop Simple Paper Test That Quickly Diagnoses Illnesses by Changing Colour
healthfact,4855,1,0,1,1,0.99278426,0.9998884,US Sen. Reed wants to shorten the suicide prevention hotline.
healthfact,35602,0,1,0,0,0.054367214,0.0013524044,The common allergy drug Benadryl can be used to treat rattlesnake bites.
healthfact,8977,0,1,0,0,0.093268126,0.003435672,A brain injury diagnosed with a single drop of blood
healthfact,15067,0,1,0,0,0.34181148,0.006016859,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car."
healthfact,9089,0,1,0,0,0.35965505,0.0006992858,Bodycad Announces First Use of Its Unicompartmental Knee System in Patients
healthfact,33568,0,1,0,0,0.30211213,0.0007792621,A megalodon capsized a South African charter vessel in April 2013.
healthfact,32860,0,1,0,0,0.066255175,0.0006601523,"Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils."
healthfact,9077,0,1,0,0,0.44661108,0.0016296268,On-and-off fasting helps fight obesity
healthfact,8426,1,0,1,1,0.9781365,0.99978787,'Stink flirting' is a thing - just ask a ring-tailed lemur.
healthfact,26382,0,1,0,0,0.28190684,0.00063510076,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.
healthfact,3927,1,0,1,1,0.9898949,0.99992704,Chicago’s mayor says top cop drinking before incident in car.
healthfact,40645,1,0,1,1,0.51870584,0.96674806,"A prayer alert about Ryan Corbin, the grandson of singer Pat Boone. Ryan is described as being in a coma in Southern California with brain injury from a fall of three stories."
healthfact,9368,0,1,0,0,0.10089268,0.0017250461,Newly Identified Form of Vertigo Responds to Treatment
healthfact,3933,1,0,1,1,0.99906915,0.9999249,Health experts back treatment for kids with peanut allergy.
healthfact,30972,0,1,0,0,0.3294289,0.047913294,"The actor Nora Kirkpatrick ""played"" a victim as part of a fake terrorist bomb attack at Parsons Green in London."
healthfact,9995,1,0,1,1,0.7531063,0.99473155,"More evidence coffee, tea could prevent diabetes"
healthfact,1851,1,0,1,1,0.9968907,0.99984133,Want to quit smoking ? Try acupuncture or hypnosis.
healthfact,42004,0,1,0,0,0.18215494,0.0005752214,"Viral posts claim that climate change is a ""made-up catastrophe."
healthfact,22042,1,0,1,1,0.5268878,0.80062103,Sometimes I was the only 'no' vote on the entire board.
healthfact,10352,0,1,0,0,0.14520909,0.0008362991,"New Breast Reconstruction Technique Provides Better Outcomes, Less Discomfort for Women Recovering From Breast Cancer"
healthfact,9637,0,1,0,0,0.12938486,0.0006704876,Same-day hip replacements get patients back on their feet
healthfact,11003,0,1,0,0,0.15287487,0.006790057,Wrist replacement surgery is a last resort for those who wish to save hand’s range of motion
healthfact,3295,1,0,1,1,0.9987225,0.99990475,Christmas miracle for Florida dog whose heart stopped.
curated_health_claims,curated_0042,0,1,0,0,0.1547775,0.00058762985,High doses of vitamin C prevent the common cold entirely.
fakehealth,news_reviews_00011,1,0,1,1,0.58480746,0.9372601,"One day, MRI brain scans may help predict whether older people will develop dementia, new research suggests. In a small study, MRI brain scans predicted with 89 percent accuracy who would go on to develop dementia within three years, according to research at Washington University School of Medicine in St. Louis and the University of California San Francisco. The findings, presented Sunday, Nov. 25 at the Radiological Society of North America meeting in Chicago, suggest that doctors may one day be able to use widely available tests to tell people their risk of developing dementia before symptoms arise. ""Right now it's hard to say whether an older person with normal cognition or mild cognitive impairment is likely to develop dementia,"" said lead author Cyrus A. Raji, MD, PhD, an assistant professor of radiology at Washington University's Mallinckrodt Institute of Radiology. ""We showed that a single MRI scan can predict dementia on average 2.6 years before memory loss is clinically detectable, which could help doctors advise and care for their patients."" Alzheimer's disease is a progressive, irreversible brain disorder that destroys memory and thinking skills. The disease affects 5.5 million Americans, according to the National Institutes of Health (NIH). Neurologists can get a ballpark estimate of a patient's risk of Alzheimer's dementia using the Mini-Mental State Examination questionnaire, or by testing for the high-risk form of the gene ApoE, which increases a person's risk of Alzheimer's by up to 12-fold. Both tests were about 70 to 80 percent accurate in this study. Other assessments, such as PET scans for plaques of Alzheimer's proteins in the brain, are good at detecting early signs of Alzheimer's disease, but available to few patients. PET scans cost thousands of dollars and require radioactive materials not found in a typical hospital. MRI brain scans are widely available and give doctors a glimpse into what's going on inside a person's brain. Raji and colleagues at the School of Medicine including Tammie Benzinger, MD, PhD, a professor of radiology, Parinaz Massoumzadeh, PhD, and Adedamola Adedokun, as well as radiologist Pratik Mukherjee, MD, PhD, of the University of California San Francisco, analyzed MRI scans for physical signs of impending cognitive decline. They used a technique called diffusion tensor imaging to assess the health of the brain's white matter, which encompasses the cables that enable different parts of the brain to talk to one another. ""Diffusion tensor imaging is a way of measuring the movement of water molecules along white matter tracts,"" Raji said. ""If water molecules are not moving normally it suggests underlying damage to white tracts that can underlie problems with cognition."" Using information from the Alzheimer's Disease Neuroimaging Initiative - a multisite collaboration that pools data, funding and expertise to improve clinical trials for Alzheimer's disease - Raji and colleagues identified 10 people whose cognitive skills declined over a two-year period and matched them by age and sex with 10 people whose thinking skills held steady. The average age of people in both groups was 73. Then, the researchers analyzed diffusion tensor MRI scans taken just before the two-year period for all 20 people. The researchers found that people who went on to experience cognitive decline had significantly more signs of damage to their white matter. The researchers repeated their analysis in a separate sample of 61 people, using a more refined measure of white matter integrity. With this new analysis, they were able to predict cognitive decline with 89 percent accuracy when looking at the whole brain. When the researchers focused on specific parts of the brain most likely to show damage, the accuracy rose to 95 percent. ""We could tell that the individuals who went on to develop dementia have these differences on diffusion MRI, compared with scans of cognitively normal people whose memory and thinking skills remained intact,"" Raji said. ""What we need now, before we can bring it into the clinic, is to get more control subjects and develop computerized tools that can more reliably compare individual patients' scans to a baseline normal standard. With that, doctors might soon be able to tell people whether they are likely to have Alzheimer's develop in the next few years."" Although there are no drugs available yet to prevent or delay the onset of Alzheimer's disease, identifying those at high risk of developing dementia within the next few years could still be beneficial, the researchers said. People could make decisions on their financial and living arrangements while they are still in full control of their faculties. ###"
fakehealth,story_reviews_00555,1,0,1,1,0.6004394,0.7549787,"(Reuters) - Asterias Biotherapeutics Inc said initial data from a small study showed that its lead stem cell therapy could improve mobility in patients paralyzed by a spinal cord injury. Traders gather at the post that trades Asterias Biotherapeutics, Inc. on the floor of the New York Stock Exchange March 5, 2015. REUTERS/Brendan McDermid The company’s shares were up 25 percent at $5.26 in mid-day trading on heavy volumes. Shares of BioTime Inc, a company that owns nearly 70 percent of Asterias, were little changed at $3.07. The therapy, AST OPC-1, is the first product derived from human embryos to be tested on humans. Its success is a key step toward proving that embryonic stem cell research could cure diseases such as cancer, Parkinson’s and serious health conditions such immune deficiencies, stroke and spinal injuries. Data showed that the severity of the spinal injury was reduced in the first patient and two other patients were able to resume their rehabilitation programs soon after being injected with the stem cells. The early study tested the benefits of a smaller dose of 2 million stem cells that are tuned to develop into nerves. Asterias bought OPC-1 in 2013 from the erstwhile stem cell research leader Geron Corp, which decided to focus on developing cancer drugs. Geron chose to abandon its stem cell therapy in 2011 after such research got embroiled in the abortion debate, prompting many biotech companies to stay quiet about their research. Monday’s announcement was the first about the therapy in more than two years. In an early-stage study conducted by Geron, the therapy showed potential in repairing spinal injury in four of the five patients tested, without any adverse events. Asterias is looking to show recovery of mobility in four out of every 10 patients treated with OPC-1, compared with two out of 10 achieving the same level of improvement without any treatment, Chief Executive Pedro Lichtinger told Reuters in early August. Menlo Park, California-based Asterias expects to release complete safety data from the first half of the study later in the year. Lichtinger said he was confident the data would be positive but was not expecting miracles. “It is important to know that we do not expect patients to get up and play basketball,” he said. “But we do expect the patients to have significant improvements in mobility.” Nearly 30,000 Asterias’s shares were traded by 12:30 p.m. ET, or more than twice their 25-day average trading volume."
fakehealth,story_reviews_00156,1,0,1,1,0.5637521,0.999493,"Max, Rowan and Charlie Vertin’s muscles have been slowly collecting damage since the day they were born. Someday, they will not be able to walk. They will not be able to stand. Eventually, they will not be able to live. The brothers, ages 6 through 11, suffer from a debilitating and deadly genetic condition called Duchenne muscular dystrophy (DMD). Yet on September 28, Max, Rowan and Charlie Vertin got dressed up. In dark suits and blue shirts, with serious expressions on their round faces, they walked to stand next to their mother in a very beige room outside Washington, D.C. The people in that room, they believed, could change the course of their lives. For years, the Vertin brothers have been participating in a clinical trial for a new medication called ataluren, intended to keep the progression of their disease at bay. By October 24, they’ll know if they will be able to keep taking that drug. That is the deadline for the Food and Drug Administration to make a choice. The agency could approve the drug, allowing the brothers and others like them to continue to take it. Or it could reject the drug for the third time and throw them into an uncertain future. Keep up with this story and more by subscribing now An FDA committee has already voted that data about the drug’s effectiveness was inconclusive. The agency’s final decision almost always echos the decisions of its committees. So, if this were any other kind of drug at any other time in FDA history, the FDA’s final answer would be a very predictable no. If they do say no, the Vertins could lose access to the drug that has stabilized their condition. But there’s still a chance the FDA could approve the drug. Input from people affected by DMD may have convinced the agency once before to approve a drug for the condition despite iffy data. That is what the Vertins—and the company that produces the drug—are hoping will happen again. Courtesy of Betty Vertin Falling Behind “It started out so innocent,” his mother, Betty Vertin, told Newsweek. Max was a big infant, born 10 lbs, 3 oz and nearly two feet long. “When he was missing milestones, I just thought it was because it was a big baby.” Even doctors assumed that he would eventually catch up. But when he started preschool, the difference between Max and other children became more obvious. “When other kids were running and jumping and climbing, Max wasn’t doing those things. He was just behind, physically.” When Max was 4, in 2010, a genetic test confirmed that he had DMD. Betty had never heard of it. “Before we started living this life, I was clueless,” she said. DMD is one of a class of similar genetic disorders. About 15 boys out of every 100,000 in the United States under 24 years old have DMD or a milder form, called Becker muscular dystrophy. (Most of the children affected are boys.) The illness affects the way their legs, heart, and lungs work. Max’s diagnosis was devastating for Betty. “I feel like I walked into the room with a healthy four-year-old boy and I walked out with a child that was dying,” she said. But the family’s struggles with DMD were just beginning. At the time, Rowan was 2, and Betty suspected that he also had the disease; she’d seen how her son struggled to stand up onto a stepstool in the bathroom to brush his teeth. She was also ten weeks pregnant with Charlie. Genetic tests eventually confirmed both Rowan and Charlie also had DMD. Betty’s two daughters, Lexi, 16, and Mary, 2, as well as a fourth son, Chance, 10, do not. “I felt like we had a year and a half of the same horrible diagnosis over and over and over again,” she said. “It was the hardest 18 months I’ve ever had and I hope I ever had.” Courtesy of Betty Vertin via Facebook Still Walking DMD always results in muscle weakness due to a lack of a protein called dystrophin. Some of the newest treatments for the condition try to fix that. One drug, which the FDA approved in 2016, works for people whose illness springs from a mutation in the gene that codes for dystrophin. The drug, called Exondys 51 or eteplirsen, allows the genetic machinery that produces the protein to skip over the mutated part to make something that will work better. About 13 percent of people with DMD have this particular mutation, according to the FDA. The Vertin brothers are not among them; the drug shouldn’t help them at all. So they tried ataluren. (The drug’s brand name is Translarna.) The company that produces ataluren, PTC Therapeutics, says that its drug forces cells to make the proteins in spite of a different kind of mutation called a nonsense mutation. Instead of having an error in the protein, the protein is accidentally cut short. This is the kind of mutation that three of Betty Vertin’s children have. The Vertins have received the drug free through the clinical trial, and expenses for their trip from Nebraska to Washington, D.C. were paid by PTC Therapeutics. Ataluren works by ordering a cell to use a slightly different piece to build the protein—as if someone spray-painted the word “don’t” on the molecular version of a stop sign. Exactly how it does that is still mysterious. A paper published by the company’s scientists in the Proceedings of the National Academies of Science said it probably affected the ribosome, a key part of how proteins are put together in a cell. (Researchers not affiliated with the company did not find the same kind of activity.) Regardless of what mutation causes the illness, most people with DMD die in their 20s. Betty was told to expect her oldest son, Max, to be in a wheelchair full-time by the time he was 9 or 12. Max is 11 now. His 12th birthday is in early November. He uses an electric mobility scooter for long distances, but he can still walk. He rides a bike without training wheels and without any modifications. He has a part in a school play and goes up and down stairs to get to the stage. He even plays a trumpet in his school’s band. “He’s got the lung capacity to blow that thing, very loudly,” Betty said. For that, Betty credits ataluren, which Max started three years ago. “His life is—it’s not like his peers, but he’s getting a lot of the experiences that his peers are having,” she said. “He’s living a sort of a typical sixth-grade life and that diagnosis—I didn’t know what it would look like for him. I didn’t expect it to look like this.” Courtesy of Betty Vertin But not everyone considers ataluren to be a miracle drug—with good reason. The clinical trial results haven't been great. Most of the company’s studies tested how fast a child could go about 30 feet or walk up and down stairs, or how far they could walk in six minutes. They did see some slight positive results, many of which came from a study done with the specific kind of patient the company discovered benefited most in a previous trial. The FDA needs good data to make their decision, because when the agency approves a drug is sends a signal to the world. An approval is the FDA saying, “this drug is safe and effective. You could use it for your child, too.” PTC Therapeutics has tried to get FDA approval for the drug twice before. Both times the agency refused to even consider the application. This time, the application for approval was filed over the FDA’s protest. (The drug has been conditionally approved in Europe.) A Million Dollar Issue Part of the reason that the drug has struggled is because of this requirement: if the drug is effective, the data should show it. But that hasn't happened consistently with ataluren. Many of the clinical trials failed to satisfy the statistical requirement to prove a drug works—at least not for the main outcome the company was looking at. Other, secondary measurements did seem to have good statistics. Certain groups of children seemed to have better results than others, too. PTC Therapeutics founder and CEO Stuart Peltz says the statistics aren't a reason to reject the drug. Just because a drug doesn’t measure up in that way, he says, “doesn’t mean the drug is not effective.” But even if the FDA agrees to overlook some of the negative data about ataluren, insurers may not. That could be a million-dollar issue for the families with affected children. “If the evidence isn’t good, then insurance companies won’t pay for [drugs],” said National Center for Health Research (NCHR) president Diana Zuckerman. Two recently approved drugs have run into this problem: Spinraza, a drug for spinal muscular atrophy, and Exondys 51. Both drugs cost hundreds of thousands of dollars a year. Pharmaceutical companies traditionally will not discuss prices before drugs are approved; that said, ataluren costs about £220,000 in Britain. During clinical trials, participants like the Vertins normally do not pay for the treatment. The NCHR also presented at the FDA meeting in September to discuss ataluren, urging the agency to not approve the drug without more research. The organization’s statement also raised concerns about side effects associated with the drug, specifically about the chance that it raises blood pressure and cholesterol levels in children. The company says these shifts are small and ""not clinically significant."" In an e-mailed statement, FDA spokesperson Sandy Walsh confirmed that the FDA’s decisions are all “based on an assessment of the available data and whether the benefits of the drug outweigh its risks.” That data can include the experience of patients like Max, Rowan and Charlie. Courtesy of Betty Vertin via Facebook To Betty, the benefits are clear, even if they aren’t easily quantified. Rowan’s gait seems better. Max still doesn’t need to use a wheelchair all the time, bucking the prediction she heard when he was first diagnosed. However, financial analysts who track the biotech sector are not optimistic about ataluren’s immediate prospects. Matthew Eckler, a senior biotechnology analyst at RBC Capital Markets, said that analysts and investors are betting the FDA will not approve the drug. The FDA hasn’t said no yet. The agency still has nearly two more weeks to make a decision. Until then, Betty and her sons are living with a lot of uncertainty. “I’m really scared that my boys will have to go off [ataluren],” she said. Will they have access to the drug if it’s rejected? Would their conditions deteriorate if they didn’t? What other options do they have? Betty has no good answers. She is hoping she won’t need to come up with them. “DMD is a progressive disease, and my boys are stable,” Vertin said. “If we can just have a few more years with our boys or buy some time until there is a cure out there, that’s huge.” SaveSave"
fakehealth,story_reviews_00329,1,0,1,1,0.6507889,0.99935156,"The recommendations also support the position of the American College of Cardiology and the American Heart Association, which in 2013 radically shifted their advice from suggesting that doctors focus on the level of a patient’s low-density lipoproteins (LDL) or “bad cholesterol” to looking at a more comprehensive picture of risk based on things such as weight and blood pressure, as well as lifestyle factors. “People with no signs, symptoms, or history of cardiovascular disease can still be at risk for having a heart attack or stroke,” said Kirsten Bibbins-Domingo, who chairs the task force. AD AD The task force, which is made up of independent experts but commissioned by the government, concurred after a comprehensive review of the evidence on the topic determined that a broader evaluation of risk is needed. But it puts a greater emphasis on age than the ACC and AHA did in determining who might benefit from the medication in preventing heart attack or stroke. It is also slightly more conservative when it comes to determining the benefits of taking the medications, which include Lipitor, Crestor and Zocor. The new guidelines, published in the Journal of the American Medical Association, suggests that people ages 40 to 75 who have one or more risk factors — such as high cholesterol, high blood pressure, diabetes or smoking that put them at a 10 percent or greater risk of having a heart attack or stroke in the next 10 years — should be on statins. The group also said that people with a 7.5 percent to 10 percent risk “may also benefit” but did not definitively recommend they take them. “People in this group should make an individual decision with their doctor about whether to start taking statins,” the task force advised. AD AD In contrast, the ACC and AHA recommend that people with a 7.5 percent or greater risk take the drugs. Another important difference between the groups is that the task force withheld a recommendation about starting statins in adults who are 76 and older, saying that “the current evidence is insufficient to assess the balance of benefits and harms.” In a commentary accompanying the recommendations, Philip Greenland and Robert Bonow note that there is “uncertainty and hesitation” in the guidelines regarding older people but said it appears that it is not necessary to stop taking statins at age 76 if you are already on them. AD The task force and AHA groups carry tremendous influence in medical practice and in what insurance companies will cover. Medicare typically follows USPSTF guidelines in determining coverage and the Affordable Care Act specifies that USPSTF recommendations rated at the strongest levels must be used as a floor for coverage for private insurers. In the case of statins, this would apply to the use of the drug by those who are 40 to 75 years old with one or more risk factors for cardiovascular disease and who have a 10 percent or greater risk — but not those with 7.5 to 10 percent risk. Individual doctors are free to take the advice or leave it, and in recent months there has been a lot of debate about what the scientific evidence really shows regarding the therapy. There is a consensus among experts that people at substantial risk for heart disease benefit from statins but considerable disagreement about those at lower risk. Last month, National Institutes of Health Director Francis Collins wrote in the journal Lancet that “it’s a force for good.” But Rita Redberg, a cardiologist at the University of California at San Francisco and editor of JAMA Internal Medicine, and others have been vocal about their belief that the drugs are overprescribed and that the side effects — which range from muscle pain and cataracts to possibly an increased risk for diabetes in women — should be taken more seriously. AD AD In an opinion piece Sunday, Redberg and Mitchell Katz, deputy editor of JAMA Internal Medicine, advised everyone to take “a step back” and ask “why this debate is so contentious.” They suggest that the estimates of the benefits of statins may be inflated, that the drugs as an intervention are “weak,” and that the reports of adverse events are incomplete. “In deciding on any therapy, it is important to understand the risks and benefits, particularly for healthy people,” they wrote. The two U.S. guidelines are notably more aggressive in recommending drugs than reports issued by their counterparts in other parts of the world, including the Canadian Cardiovascular Society (which recommends statins in men 40 and older but only after age 50 in women, and the U.K. National Institute for Health and Care Excellence, which recommends discussing lifestyle modification before offering statin therapy). The European Society of Cardiology focuses more on managing LDL. AD AD Statins are among the best-selling drugs in the United States, with a 2011 study showing at least 32 million Americans were taking them. The 2013 ACC and AHA guidelines recommend an estimated 24 million more people should be on them. The task force’s recommendations come on the heels of an important new study, published Saturday, that shows that people who use statins survive heart attacks better than those who do not. They are more likely to not only get to the hospital and survive until they are discharged but also survive in greater numbers a year after their hospitalization than those who do not use statins. This post has been updated. Read more: AD"
