dataset,record_id,label,prediction,confidence,text
healthfact,26413,0,1,0.9992028,“President Trump has banned welfare for illegal immigrants which will save $57.4 billion a year.”
healthfact,14124,0,1,0.9992022,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry."
healthfact,38755,0,1,0.9992016,Keanu Reeves supposedly wrote an inspiring open letter about life and loss that has gone viral online.
healthfact,31989,0,1,0.99919647,The European Union ordered reporters to not reporting whether a terrorist is Muslim.
healthfact,29579,0,1,0.9991959,Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.
healthfact,9008,0,1,0.99919564,Eating more fish could prevent Parkinson's disease
fakehealth,story_reviews_00845,0,1,0.9991947,"Mrs. McDaniel’s story offers a sobering look at the challenges for this kind of quest for a treatment, even for someone like her, who had both the means and the connections to get the intricate geography of her cancer charted. Her husband, Roger McDaniel, was a former chief executive of two companies involved in semiconductor manufacturing, and the family could afford the approximately $49,000 that the search would cost. They had expected to pay much more, but to their astonishment, Mrs. McDaniel’s insurance company covered almost all the drug costs. And the scientists who did the data analysis did not charge. From the start, the family knew the odds were against Mrs. McDaniel, but she thought she had little to lose. “You cannot feel bad if this doesn’t work or I die,” she told her son Timothy, a molecular biologist. “I would have died anyway.” Scarlet Skin and Infections Beth McDaniel’s cancer began with itching all over her body. Then her skin turned scarlet and started becoming infected. In 2005, after she had spent more than a year going from specialist to specialist, a dermatologist figured it out. Mrs. McDaniel, then 62, had Sezary syndrome, a rare T cell lymphoma, in which white blood cells become cancerous and migrate to the skin. All her doctors could tell her was that the disease was incurable, that there was no standard treatment, and that on average patients at her stage die within a few years. “Of course I was shocked,” Mrs. McDaniel said in an interview last September. She wept that day as her husband drove her home. And she asked God to help her cope. Before cancer, she had had a vibrant life, hiking in the mountains, traveling the world, entertaining her wide network of friends. Her disease destroyed all of that. She could not even enjoy her luxuriant garden because sun on her inflamed skin was agony. Advertisement Continue reading the main story Although there is no standard treatment, for five years chemotherapy held her disease at bay. But in the summer of 2010, she got worse, much worse, with hundreds of tumors popping up under her skin. Some grew as large as kiwi fruits and split open. Her son, Dr. McDaniel, decided he would orchestrate the use of the most advanced techniques of gene sequencing and analysis to take on her cancer. Because of his job — he works for Illumina , a company that does DNA sequencing — Dr. McDaniel had read scientific reports and gone to medical conferences where he heard talks on whole genome sequencing. He noticed that the patients all seemed to have rare cancers. “Every time I heard one of those stories, I thought, ‘That’s my mom,’ ” he said. For now, there are not many drugs that can target specific gene mutations in cancer cells. But the hope is that when more is known and more drugs are developed, doctors will treat cancer by blocking several major genes at once. With several escape routes barred, the cancer will not be able to break free of the drugs stopping its growth. Full-Time Help From a Son In theory, it seemed straightforward for Dr. McDaniel to help his mother. The technology for getting and analyzing DNA sequences has advanced greatly, and the cost has plummeted. In fact, Dr. McDaniel said, the price of sequencing has dropped so fast that if the work were done today, it would cost just $26,200 instead of the $46,280 it cost last year. The first obstacle was just getting a sample of Mrs. McDaniel’s cancer cells. One doctor told her the odds of success were so slim that she would be better off spending her money on a vacation. Another seemed interested but did not follow through. A third did two biopsies but was unable to get usable DNA. Finally, Dr. McDaniel and his wife, Gia, decided he would make helping his mother a full-time job. He took a leave of absence from Illumina, and he, Gia and their three young children moved from San Diego to Lexington, Ky. “I have not been a particularly humble person,” Beth McDaniel said. “That humbled me.” Dr. McDaniel’s parents had two homes in the Lexington area. One, on a horse farm, was vacant, and he appropriated a bedroom on the second floor for his office. He treated his work like a regular job, driving to the office each day from another house where he and his family were living. He dressed in his normal work clothes, slacks and a collared shirt. Meanwhile, his mother’s cancer was erupting. Advertisement Continue reading the main story “She was covered in tumors, almost like cobblestones,” said Dr. Fernando R. de Castro, her dermatologist. “They felt like marbles and pebbles all over her skin.” Large ones on her arms and legs had burst open. “We started talking about hospice .” Mrs. McDaniel said she was not a vain person, but with red lumps all over her face, she was embarrassed to go out. She slept on a cooling pad and carried one with her to relieve the constant itching. Every evening around 5:30 when the itching became most unbearable, she would lay her head in her husband’s lap as they watched TV in their great room and he would gently tickle her back for hours on end — trying to ease her discomfort. The disease continued a relentless course until finally, accepting what seemed the inevitable, Mrs. McDaniel gave away her clothes, planned her funeral and wrote notes to a few people she thought she had offended in her life, asking them to forgive her. “She believed, we all believed, she would die before we got the sequencing done,” Dr. McDaniel said. Then, in January 2011, Dr. de Castro got a tissue sample from a tumor and, for comparison with normal cells, her saliva. He had removed a plug of tissue the size of a pencil eraser from one of the hundreds of tumors on Mrs. McDaniel’s skin, frozen it in liquid nitrogen and shipped it overnight to the Mayo Clinic in Scottsdale , Ariz. By April, scientists at Illumina and TGen, a nonprofit research institute, had completed the genetic sequencing of the samples. Photo Next came the hard part — the analysis. With time short, Dr. McDaniel worked on it himself and recruited two small biotechnology companies and TGen to help. Three Billion Symbols in a Cell John Carpten, an oncologist at TGen, and David Craig are accustomed to working with gene sequence data, but it is hard even for them to get used to the scale of such a project. Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters. The hard drive containing Mrs. McDaniel’s genetic data arrived in the mail — it had too much data to send electronically. It took a full day just to pull this terabyte of information off the drive. Dr. Carpten explained that there were three billion symbols, made from four letters — A, T, G and C — in just one cell’s DNA. If those letters were printed on paper, they would fill a medium-sized elementary school’s library. Advertisement Continue reading the main story But there are unavoidable errors in sequencing, so to be sure the data is correct, researchers repeat the sequencing 30 times — 30 libraries’ worth. They do this for the normal cells, too — another 30 libraries’ worth. This kind of data, though, does not come in neat genetic words and sentences. Instead, Dr. Craig said, “It looks like it’s been through a shredder.” “It is like putting together a jigsaw puzzle that has a billion pieces,” Dr. Carpten said. Finally, they compared the sequences of normal cells and cancer cells. They found about 18,000 differences, most with no known significance for the disease. At last, the work was done, and on May 18, Dr. McDaniel flew to TGen. The researchers noticed an intriguing aberration in Mrs. McDaniel’s cancer genes. But they were uncertain what it meant. It looked as if two genes had fused to each other in Mrs. McDaniel’s cancer cells. The result was that the cell growth signals in the cancer cells were reversed, like crossed wires. The research team theorized that every time those cancer cells, T cells of her immune system, got a signal to stop growing, they reacted as though they had gotten a signal to grow. And every time they got a signal to grow, they responded by stopping their growth. If they were right, the way to stop her cancer’s growth could be to signal it to grow. And that was what a new melanoma drug — ipilimumab, its trade name Yervoy — was designed to do. It spurred the growth of normal T cells. But if the researchers were wrong, the drug could kill her. They spent two hours at a whiteboard on Wednesday, May 18, trying to understand what the fusion really meant. Then Dr. McDaniel took the data home and asked a colleague at Illumina to try to fish out a handful of crucial genetic sequences that were buried among 50 million others. On Sunday night, May 22, Dr. McDaniel had them and began trying to decipher them. By 10 p.m., he had it figured out. The TGen scientists’ findings were real. “The brake pedal had been wired to the accelerator,” Dr. McDaniel said. He worked all night, found a paper by scientists who had deliberately fused those very genes and discovered that, yes, the genetically altered T cells had their growth signals reversed. At 5:45 a.m. Dr. McDaniel sent an e-mail to his collaborators. “I was so tired at that point that, believe it or not, I had forgotten about the drug,” he said. Advertisement Continue reading the main story He fell asleep and woke at 11 a.m., rushing back to his computer. The melanoma drug he had forgotten in his exhaustion should hit that target. And that could stop his mother’s cancer from growing. “My jaw was just hanging open,” Dr. McDaniel said. “The implications were so tantalizing that I didn’t dare believe them.” A Remarkable Turnaround Mrs. McDaniel had her first infusion on July 28, and the result seemed remarkable. Her oncologist, Dr. Gohmann, was overwhelmed. Her son, who had been terrified that he and the doctors might have made a terrible mistake, was overjoyed. Mrs. McDaniel, who had not left her house for several months except to see her doctors, began going to movies and restaurants every day. On Sept. 2, she and her husband went to the Heirloom Restaurant, in the middle of horse country, to celebrate their 50th wedding anniversary. She had given away so many of her clothes when she thought she was dying that she puzzled over what to wear. She had a favorite blouse that was loosefitting and comfortable, but Mr. McDaniel recalled, “It was long gone.” She could not drink wine with the medicines she was taking, so she and her husband sipped iced tea in the quiet dining room. “We reminisced, but also talked about the future as we hoped it would be,” Mr. McDaniel said. But the reprieve lasted only weeks. By the end of September, the cancer was back. Dr. McDaniel did not want to give up. Mrs. McDaniel’s tumor was sequenced again, looking for a new mutation, but there was nothing striking. As Dr. McDaniel sifted through the data, he called his parents every day. They began calling him the governor, hoping he would bring his mother another stay of execution. The doctors considered a less appealing target, a mutated gene that T cells use to stop growing. Unpublished studies in mice suggested that a kidney cancer drug might stop the growth of T cells with this mutation. Advertisement Continue reading the main story By then, Mrs. McDaniel’s body was ravaged by the cancer and her treatments. She had entered hospice care, with a hospital bed in her home and a nurse and an assistant to help. “We had this shaky evidence, based on the genome and on unpublished data,” Dr. McDaniel said. But the drug’s side effects were mild, and her family and doctors decided she should try it. “If we do nothing, she will be dead in one to six weeks,” Dr. McDaniel explained. Mrs. McDaniel took the drug on Nov. 26. But she was so ill that she was unable to get out of bed, unable to drink from a straw. Her son Tim took his children to her bedroom one at a time so they could say goodbye. “She wasn’t talking, but her eyes were open, and she acknowledged each one with a weak chuckle,” Dr. McDaniel said. Three days later, she briefly rallied. Her husband held her hand. “She said, ‘I love you,’ ” Mr. McDaniel said. “She then repeated it twice more. I kissed her forehead and told her that I loved her. Those were our last words to each other.” The next morning, Nov. 30, Mr. McDaniel woke early and went to his wife’s room. Her breathing had become erratic. Worried, he stepped out and asked the hospice nurse to call the doctor. “In the seconds that I was absent, she died,” Mr. McDaniel said. The team that tried to save her was heartbroken too, and was left with a long list of what-ifs. “If you really look at it, what did we buy her?” Dr. de Castro asked. Mrs. McDaniel was dying last January. Yet would she have survived as long even without the sequencing or the drugs? Did the team make a difference? “I hope we did,” Dr. de Castro said, “but it’s hard to know.”. Tuesday: What a tumor holds in store."
fakehealth,story_reviews_01538,0,1,0.9991906,"A swollen lymph node on the neck was the only symptom Karen Anderson noticed. The 47-year-old pre-school teacher from Eugene was stunned when her biopsy came back positive for melanoma –the most life-threatening form of skin cancer. Malignant cells had spread throughout her body. Surgeons removed affected lymph nodes but within months tumors appeared in her liver, breast, skull and other lymph nodes. ""My oncologist said this is going to kill you and you need to think about preparing for that,"" Anderson says. Two years ago, she gained access to an experimental immune-enhancing treatment in clinical trials at Providence Cancer Center in Portland. Called ipilimumab, it unleashes an all-out immune system attack on cancer cells. At first, the injections caused only side-effects: widespread itching, fatigue, and diarrhea. Worse, Anderson says, ""I could feel the tumors getting bigger. They felt hot to me."" Then after several months the tumors began to shrink. After one year, the once palpable tumors were no longer detectable in diagnostic scans. While far from a cure, the treatment is the first to improve survival in people with melanoma that has spread, or metastasized, says Dr. Walter Urba, director of cancer research at the Providence Cancer Center. Urba is a co-author of the on ipilimumab published in the New England Journal of Medicine Saturday. Success in a cancer as deadly and difficult to treat as advanced melanoma is raising hopes that the treatment may also prove useful in staving off other tumors, including lung and prostate cancer. Drug companies are racing to develop competing versions of the immune-enhancing therapy, an antibody produced through genetic engineering. ""I would not be here today without it,"" says Anderson, who is undergoing a second round of treatment for resurgent tumors. ""It's given me time with my kids, my husband, my family – and it's been quality time."" Melanoma is a rare skin cancer, but accounts for most of the 66,000 annual deaths from skin cancer worldwide. If caught early, before cancer cells break off and spread, surgery can stop melanoma. But most people diagnosed after melanoma has metastasized die within a year. ""For years and years, we've been looking for an effective therapy,"" Urba says. Ipilimumab, nicknamed Ippy, is one of the first antibody-based therapies that use the body's immune defenses to destroy cancer cells. The antibodies bind to a specific protein studding the surface of T cells, immune system cells that seek and destroy virus-infected and cancerous cells. The surface protein works like a switch, inactivating T cells after a few days to prevent the immune system from running amok and destroying healthy tissue. The antibodies temporarily jam the switch, allowing T cells to continue attacking cancer tissue for weeks or months – for as long as patients continue to receive injections of the engineered antibody. More than 600 melanoma patients took part in the ipilimumab clinical trial at 125 cancer centers in 13 countries. All patients had inoperable cancers with widespread tumors after conventional treatment. Some patients received ipilimumab alone, others it combined with a cancer vaccine called gp100, and a third group received only the cancer vaccine. Ipilimumab appeared to double survival compared with the gp100 vaccine alone. After one year, nearly half of patients given ipilimumab alone or in combination remained alive, compared with one quarter of patients given only the vaccine. After two years, 24 percent of patients treated with ipilimumab were alive, 22 percent of patients treated with the combination, while survival dropped to 14 percent among patients treated with the vaccine alone. ""Some of the people are now out 44 months and still remain free of disease,"" Urba says. Serious side effects also became clear. Nearly two-thirds of patients on ipilimumab experienced side effects caused by over-active immunity, such as severe itching, intestinal irritation and diarrhea. Researchers linked 14 deaths to the study drugs, half caused by immune-system reactions. Still, the study stands as ""a major landmark in cancer immunotherapy,"" says Dr. Bernard Fox, president of the International Society for Biological Therapy of Cancer. He says the results highlight the potential for using the same approach to treat other cancers. Already, early studies in patients with lung cancer and prostate cancer have produced positive, though inconclusive results. ""There is no reason it can't be applied to any of the common tumor types,"" Urba says. ""They all have antigens on their surface that T cells can recognize."" Ongoing trials are testing ipilimumab with other cancer drugs, in different doses and against different cancers. Drug company Bristol-Myers Squibb told investors the drug could gain regulatory approval as early as next year and become available to cancer patients in 2012. Ipilimumab was developed by Medarex, a New Jersey company owned by Bristol-Myers Squibb. Other drug companies are at work on competing versions of the immune-enhancing antibody therapy. For now, federal regulators have authorized to people who have serious or immediately life-threatening, inoperable melanoma that has spread, who have no alternative treatment options, and whose physicians believe the drug is appropriate. Providence Cancer Center is the only site in Oregon offering compassionate use of the drug. The Northwest's other participating centers are the Seattle Cancer Care Alliance and Swedish Cancer Institute in Seattle, Providence Cancer Center in Spokane, and Multicare Health System in Tacoma. --"
healthfact,10506,0,1,0.9991873,The Claim: Aspirin Can Reduce the Risk of Alzheimer’s Disease
healthfact,8942,0,1,0.9991866,Pulsed radiofrequency relieves acute back pain and sciatica
healthfact,14212,0,1,0.99918395,"Ted Cruz Says both Donald Trump and Hillary Clinton say Planned Parenthood is ""terrific and that it should keep taxpayer funding."
healthfact,26527,0,1,0.9991763,The Obama administration left Trump with a “stockpile with a cupboard that was bare.”
healthfact,36423,0,1,0.9991762,"Marijuana laced with fentanyl is a problem, and you can detect it if ""weed smells like popcorn."
fakehealth,story_reviews_01182,0,1,0.9991738,"En Español MONDAY, Feb. 28, 2011 (HealthDay News) -- Cancer patients undergoing chemotherapy may be able to avoid the accompanying muscle loss and malnutrition by taking fish oil supplements that contain omega-3 fatty acids, new research suggests. The finding is based on a small study involving just 40 lung cancer patients. Nevertheless, it raises hope that a simple, noninvasive intervention might go a long way towards countering the fatigue, poorer prognosis and impaired quality of life that can result from chemo-induced muscle mass loss. ""Fish oil may prevent loss of weight and muscle by interfering with some of the pathways that are altered in advanced cancer,"" study author Dr. Vera Mazurak, of the University of Alberta in Edmonton, Canada, said in a news release. ""This holds great promise, because currently there is no effective treatment for cancer-related malnutrition."" Mazurak and her colleagues report their observations in the Feb. 28 online edition of Cancer. To explore the therapeutic potential of fish oil supplements, the authors offered 16 cancer patients undergoing an initial 10-week chemotherapy regimen a daily dose of 2.2 grams of a particular omega-3 fatty acid called eicosapentaenoic (EPA). While these patients took fish oil supplements throughout their chemotherapy treatment, a second group of 24 patients underwent the same regimen minus the fish oil. The results: continual muscle and fat measurements revealed that the group that took no fish oil supplementation lost an average of just over 5 pounds; the supplement group lost no weight. What's more, blood analyses revealed that those in the fish oil group who had the biggest bump in bloodstream EPA concentrations also had the greatest muscle mass gains. Specifically, nearly 70 percent of those in the fish oil group either kept their pre-chemo muscle mass or gained muscle. By comparison, less than 30 percent in the non-supplement group kept their original muscle mass. Total fat tissue measurements were unaffected by fish oil supplementation, the team noted, and no side effects were observed. The authors concluded that fish oil supplementation appears to be a safe and effective way to prevent malnutrition among cancer patients, and may ultimately prove to be of benefit for other groups of people, such as elderly patients who also face a significant ongoing risk for muscle loss. Lona Sandon, a registered dietitian and assistant professor of clinical nutrition at the University of Texas Southwestern Dallas, reacted with cautious optimism to the findings. ""Malnutrition is a big concern with cancer patients undergoing chemotherapy and radiation,"" she noted. ""Because first of all they do have wasting from the cancer itself, which is very metabolically active and eats up your energy stores. And then with chemotherapy, there is some inflammation that's detrimental to the heart and muscle, as it can cause muscle breakdown. And preservation of lean muscle tissue, we know, leads to better outcomes."" ""So certainly this does seem to be promising,"" Sandon said. ""And other similar studies have looked at omega-3 and muscle preservation and have also suggested that fish oil can act to prevent inflammation caused by both disease and hardcore medications, like chemotherapy agents."" ""But I would caution that the amount of pure concentrated fish oil supplement the people in this study were given is a lot,"" she added. ""Much much more than any recommended dietary allowance, along the lines of two to three servings of fish per week."" But, she said, ""I would say this is certainly worthy of continuing research and exploration. But meanwhile, people should definitely not go out and start consuming huge amounts of fish oil."" More information For more on chemotherapy, visit the American Cancer Society."
healthfact,9253,0,1,0.9991737,Discovery offers prospect of shorter treatment and cure for chronic myelogenous leukemia
healthfact,22074,0,1,0.99917334,The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.
healthfact,35602,0,1,0.9991732,The common allergy drug Benadryl can be used to treat rattlesnake bites.
fakehealth,news_reviews_00359,0,1,0.9991716,"BOSTON (Sept. 14, 2016) -- Although targeted drugs like Gleevec have revolutionized the treatment of chronic myelogenous leukemia (CML), patients generally must take them for the rest of their lives and may cease benefiting from them over time. In new research that could suggest a road to cure, scientists at Dana-Farber Cancer Institute and Boston Children's Hospital have found that CML stem cells die in response to inhibition of a protein called Ezh2. Drugs that target the protein are currently being tested in clinical trials for other cancers. The findings, reported online today by the journal Cancer Discovery, raise the prospect that Ezh2 blockers, in combination with Gleevec and similar drugs, could eradicate the disease in some patients in relatively rapid fashion or could be an effective therapy for those who become resistant to Gleevec-like agents, the authors state. In a paper published simultaneously by Cancer Discovery, a team of Scottish scientists report similar findings using a different research approach. ""The vast majority of patients with CML do remarkably well on imatinib [Gleevec] and similar drugs: The disease is well controlled and side effects are tolerable,"" says Stuart Orkin, MD, the study's senior author and a pediatric hematologist/oncologist at Dana-Farber/Boston Children's Cancer and Blood Disorders Center. ""In only 10-20 percent of patients, however, are the leukemia cells fully cleared from the body. The other 90 percent retain a reservoir of leukemic stem cells - which initiate the disease - and must stay on the drugs permanently."" CML is a slowly progressing type of blood cancer that develops in the bone marrow. Primarily occurring in adults, it is rare in children. Over time, some patients develop resistance to Gleevec and other drugs that block BCR-ABL, the misbegotten ""fusion"" protein that drives CML growth. Although second- and third-line targeted therapies can often return the disease to remission, some patients don't benefit from these drugs or develop severe side effects. The new study grew out of efforts to discover whether different types of cancer are susceptible to Ezh2 inhibitors. In laboratory experiments, the Dana-Farber/Boston Children's researchers found not only that Ezh2 is overabundant in leukemia stem cells but that it helps them survive and give rise to full-fledged CML cells. Follow-up studies in mice showed that inactivating Ezh2 through gene-editing techniques caused CML stem cells to die, halting the disease at its source. ""The stem cells' dependence on Ezh2 suggests they will be especially vulnerable to drugs that target the protein,"" Orkin remarks. ""Such drugs are already in clinical trials for other diseases, including lymphoma and some solid tumors."" Epizyme, a biopharmaceutical company based in Cambridge, MA, recently opened a pediatric trial of an Ezh2 inhibitor for children with rhabdoid and other tumors. Dana-Farber/Boston Children's is a site in the multi-center Phase 1 trial. Although adding Ezh2-targeting agents to the standard drug regimen for CML has the potential to dramatically shorten the treatment period for many patients, ethical considerations may lead to the agents' first being tested in patients who don't respond to Gleevec and similar drugs, either initially or after drug resistance develops, Orkin remarks. ""Our findings suggest inhibition of Ezh2 should be considered as a way to eradicate CML when used in combination with current targeted therapies. It offers a promising approach to shortening the duration of therapy in order to achieve a cure. If successful, the cost savings of such an approach could also be significant."" ### Joining senior author Orkin, the study's lead author is Huafeng Xie, PhD, of Dana/Farber/Boston Children's. Co-authors are Cong Peng, Jialiang Huang, PhD, Bin E. Li, PhD, Woojin Kim, Elenoe C. Smith, Yuko Fujiwara, PhD, Partha P. Das, Minh Nguyen, of Dana-Farber/Boston Children's; Jun Qi, PhD, of Dana-Farber; James E. Bradner, MD, of Dana-Farber and the Novartis Institute for BioMedical Research; Shaoguang Li, MD, PhD, of University of Massachusetts Medical School; and Giulia Cheloni of UMass Medical School and the University of Florence, Florence, Italy. The study was funded in part by the National Institutes of Health (grant UO1 CA105423) and Hyundai Hope on Wheels. Dana-Farber/Boston Children's Cancer and Blood Disorders Center -- the nation's top pediatric cancer center, according to U.S. News & World Report - brings together two internationally known research and teaching institutions that have provided comprehensive care for pediatric oncology and hematology patients since 1947. The Harvard Medical School affiliates share a clinical staff that delivers inpatient care at Boston Children's Hospital and most outpatient care at Dana-Farber Cancer Institute."
healthfact,24300,0,1,0.9991689,Bill White has presided over the construction of what may be the world's largest abortion clinic.
